DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
2026-08-01 04:45:00,4135001,INV03,0.0,0.0,0.016,792797.593
2026-08-01 04:45:00,4135001,INV04,2.797,2.713,0.025,739463.419
2026-08-01 05:00:00,4135001,INV01,7.575,7.348,0.028,649816.075
2026-08-01 05:00:00,4135001,INV02,12.986,12.597,0.041,880285.763
2026-08-01 05:00:00,4135001,INV03,26.482,25.687,0.023,792797.599
2026-08-01 05:00:00,4135001,INV04,6.075,5.892,0.026,739463.42
2026-08-01 05:15:00,4135001,INV01,19.004,18.434,0.032,649816.08
2026-08-01 05:15:00,4135001,INV02,0.0,0.0,0.041,880285.763
2026-08-01 05:15:00,4135001,INV03,6.657,6.458,0.024,792797.601
2026-08-01 05:15:00,4135001,INV04,11.62,11.271,0.029,739463.423
2026-08-01 05:30:00,4135001,INV01,24.486,23.752,0.038,649816.086
2026-08-01 05:30:00,4135001,INV02,0.0,0.0,0.041,880285.763
2026-08-01 05:30:00,4135001,INV03,17.447,16.924,0.029,792797.605
2026-08-01 05:30:00,4135001,INV04,0.153,0.149,0.029,739463.423
2026-08-01 05:45:00,4135001,INV01,1.703,1.652,0.039,649816.086
2026-08-01 05:45:00,4135001,INV02,9.932,9.634,0.043,880285.766
2026-08-01 05:45:00,4135001,INV03,0.0,0.0,0.029,792797.605
2026-08-01 05:45:00,4135001,INV04,8.825,8.56,0.031,739463.425
2026-08-01 06:00:00,4135001,INV01,2729.734,2647.842,0.7,649816.748
2026-08-01 06:00:00,4135001,INV02,2735.743,2653.67,0.707,880286.429
2026-08-01 06:00:00,4135001,INV03,2678.859,2598.493,0.678,792798.255
2026-08-01 06:00:00,4135001,INV04,2700.348,2619.338,0.686,739464.08
2026-08-01 06:15:00,4135001,INV01,2023.149,1962.455,1.191,649817.239
2026-08-01 06:15:00,4135001,INV02,1890.872,1834.146,1.165,880286.888
2026-08-01 06:15:00,4135001,INV03,1995.172,1935.317,1.162,792798.739
2026-08-01 06:15:00,4135001,INV04,1873.815,1817.6,1.141,739464.534
2026-08-01 06:30:00,4135001,INV01,2383.332,2311.832,1.769,649817.817
2026-08-01 06:30:00,4135001,INV02,5015.257,4864.799,2.381,880288.104
2026-08-01 06:30:00,4135001,INV03,5156.2,5001.514,2.412,792799.989
2026-08-01 06:30:00,4135001,INV04,5100.252,4947.244,2.377,739465.771
2026-08-01 06:45:00,4135001,INV01,4889.376,4742.694,2.955,649819.002
2026-08-01 06:45:00,4135001,INV02,4730.421,4588.509,3.529,880289.251
2026-08-01 06:45:00,4135001,INV03,4973.611,4824.402,3.618,792801.195
2026-08-01 06:45:00,4135001,INV04,5007.679,4857.448,3.592,739466.986
2026-08-01 07:00:00,4135001,INV01,6093.392,5910.59,4.432,649820.48
2026-08-01 07:00:00,4135001,INV02,6317.438,6127.915,5.061,880290.783
2026-08-01 07:00:00,4135001,INV03,6274.853,6086.608,5.14,792802.717
2026-08-01 07:00:00,4135001,INV04,6110.574,5927.256,5.074,739468.467
2026-08-01 07:15:00,4135001,INV01,6469.793,6275.7,6.001,649822.049
2026-08-01 07:15:00,4135001,INV02,3333.096,3233.103,5.869,880291.591
2026-08-01 07:15:00,4135001,INV03,6297.433,6108.51,6.667,792804.244
2026-08-01 07:15:00,4135001,INV04,6310.965,6121.636,6.604,739469.998
2026-08-01 07:30:00,4135001,INV01,6352.786,6162.203,7.542,649823.589
2026-08-01 07:30:00,4135001,INV02,6440.051,6246.85,7.431,880293.153
2026-08-01 07:30:00,4135001,INV03,6232.341,6045.371,8.179,792805.755
2026-08-01 07:30:00,4135001,INV04,6331.865,6141.909,8.14,739471.533
2026-08-01 07:45:00,4135001,INV01,7394.679,7172.838,9.335,649825.383
2026-08-01 07:45:00,4135001,INV02,7792.793,7559.01,9.32,880295.043
2026-08-01 07:45:00,4135001,INV03,7789.996,7556.296,10.068,792807.644
2026-08-01 07:45:00,4135001,INV04,7826.563,7591.766,10.037,739473.431
2026-08-01 08:00:00,4135001,INV01,10495.638,10180.768,11.88,649827.928
2026-08-01 08:00:00,4135001,INV02,10340.875,10030.649,11.828,880297.551
2026-08-01 08:00:00,4135001,INV03,9698.922,9407.955,12.42,792809.996
2026-08-01 08:00:00,4135001,INV04,10343.509,10033.204,12.546,739475.939
2026-08-01 08:15:00,4135001,INV01,9565.314,9278.355,14.2,649830.247
2026-08-01 08:15:00,4135001,INV02,9393.648,9111.839,14.106,880299.828
2026-08-01 08:15:00,4135001,INV03,9702.605,9411.527,14.773,792812.349
2026-08-01 08:15:00,4135001,INV04,9608.111,9319.868,14.876,739478.269
2026-08-01 08:30:00,4135001,INV01,12878.584,12492.226,17.323,649833.37
2026-08-01 08:30:00,4135001,INV02,12090.759,11728.036,17.038,880302.76
2026-08-01 08:30:00,4135001,INV03,12693.578,12312.771,17.851,792815.427
2026-08-01 08:30:00,4135001,INV04,3269.282,3171.204,15.669,739479.062
2026-08-01 08:45:00,4135001,INV01,13947.74,13529.308,20.705,649836.753
2026-08-01 08:45:00,4135001,INV02,14297.579,13868.652,20.505,880306.228
2026-08-01 08:45:00,4135001,INV03,14662.998,14223.108,21.407,792818.983
2026-08-01 08:45:00,4135001,INV04,13860.97,13445.141,19.03,739482.424
2026-08-01 09:00:00,4135001,INV01,13074.286,12682.058,23.876,649839.923
2026-08-01 09:00:00,4135001,INV02,12955.271,12566.612,23.647,880309.369
2026-08-01 09:00:00,4135001,INV03,13220.927,12824.299,24.613,792822.189
2026-08-01 09:00:00,4135001,INV04,13350.021,12949.521,22.267,739485.661
2026-08-01 09:15:00,4135001,INV01,13579.573,13172.186,27.169,649843.216
2026-08-01 09:15:00,4135001,INV02,13921.631,13503.982,27.023,880312.745
2026-08-01 09:15:00,4135001,INV03,14314.98,13885.53,28.084,792825.661
2026-08-01 09:15:00,4135001,INV04,13611.005,13202.675,25.568,739488.962
2026-08-01 09:30:00,4135001,INV01,16970.695,16461.574,31.284,649847.332
2026-08-01 09:30:00,4135001,INV02,17351.217,16830.68,31.23,880316.953
2026-08-01 09:30:00,4135001,INV03,17708.636,17177.377,32.378,792829.955
2026-08-01 09:30:00,4135001,INV04,17024.848,16514.102,29.696,739493.09
2026-08-01 09:45:00,4135001,INV01,18838.038,18272.897,35.852,649851.9
2026-08-01 09:45:00,4135001,INV02,18725.982,18164.202,35.771,880321.494
2026-08-01 09:45:00,4135001,INV03,18640.851,18081.626,36.899,792834.475
2026-08-01 09:45:00,4135001,INV04,19544.065,18957.743,34.436,739497.83
2026-08-01 10:00:00,4135001,INV01,20472.282,19858.114,40.817,649856.864
2026-08-01 10:00:00,4135001,INV02,20820.837,20196.212,40.821,880326.543
2026-08-01 10:00:00,4135001,INV03,20166.331,19561.341,41.789,792839.366
2026-08-01 10:00:00,4135001,INV04,20530.015,19914.115,39.414,739502.808
2026-08-01 10:15:00,4135001,INV01,19774.925,19181.677,45.612,649861.66
2026-08-01 10:15:00,4135001,INV02,19998.921,19398.954,45.67,880331.393
2026-08-01 10:15:00,4135001,INV03,21005.888,20375.711,46.883,792844.46
2026-08-01 10:15:00,4135001,INV04,21199.027,20563.056,44.555,739507.949
2026-08-01 10:30:00,4135001,INV01,21527.556,20881.729,50.833,649866.88
2026-08-01 10:30:00,4135001,INV02,22305.984,21636.804,51.079,880336.802
2026-08-01 10:30:00,4135001,INV03,21588.158,20940.514,52.118,792849.695
2026-08-01 10:30:00,4135001,INV04,21397.938,20756.0,49.744,739513.138
2026-08-01 10:45:00,4135001,INV01,18726.834,18165.029,55.374,649871.422
2026-08-01 10:45:00,4135001,INV02,18547.537,17991.111,55.577,880341.3
2026-08-01 10:45:00,4135001,INV03,17870.027,17333.927,56.452,792854.028
2026-08-01 10:45:00,4135001,INV04,18865.032,18299.081,54.319,739517.713
2026-08-01 11:00:00,4135001,INV01,23255.501,22557.836,61.013,649877.061
2026-08-01 11:00:00,4135001,INV02,23339.996,22639.796,61.237,880346.96
2026-08-01 11:00:00,4135001,INV03,21871.345,21215.205,61.755,792859.332
2026-08-01 11:00:00,4135001,INV04,22916.448,22228.954,59.876,739523.27
2026-08-01 11:15:00,4135001,INV01,23834.432,23119.399,66.793,649882.841
2026-08-01 11:15:00,4135001,INV02,24575.998,23838.718,67.197,880352.919
2026-08-01 11:15:00,4135001,INV03,25280.143,24521.739,67.886,792865.463
2026-08-01 11:15:00,4135001,INV04,24281.497,23553.052,65.764,739529.158
2026-08-01 11:30:00,4135001,INV01,27422.805,26600.121,73.443,649889.491
2026-08-01 11:30:00,4135001,INV02,26621.924,25823.266,73.653,880359.375
2026-08-01 11:30:00,4135001,INV03,27515.901,26690.424,74.558,792872.135
2026-08-01 11:30:00,4135001,INV04,26181.398,25395.956,72.113,739535.507
2026-08-01 11:45:00,4135001,INV01,27954.83,27116.185,80.222,649896.27
2026-08-01 11:45:00,4135001,INV02,27857.312,27021.593,80.408,880366.131
2026-08-01 11:45:00,4135001,INV03,27468.168,26644.123,81.219,792878.796
2026-08-01 11:45:00,4135001,INV04,28057.979,27216.239,78.917,739542.311
2026-08-01 12:00:00,4135001,INV01,28176.42,27331.127,87.055,649903.103
2026-08-01 12:00:00,4135001,INV02,27973.197,27134.001,87.192,880372.914
2026-08-01 12:00:00,4135001,INV03,27320.578,26500.961,87.845,792885.421
2026-08-01 12:00:00,4135001,INV04,28600.722,27742.701,85.853,739549.247
2026-08-01 12:15:00,4135001,INV01,10373.019,10061.829,89.571,649905.618
2026-08-01 12:15:00,4135001,INV02,22953.197,22264.601,92.758,880378.48
2026-08-01 12:15:00,4135001,INV03,22990.457,22300.743,93.42,792890.997
2026-08-01 12:15:00,4135001,INV04,22449.872,21776.376,91.297,739554.691
2026-08-01 12:30:00,4135001,INV01,24595.877,23858.0,95.535,649911.583
2026-08-01 12:30:00,4135001,INV02,23473.643,22769.433,98.45,880384.173
2026-08-01 12:30:00,4135001,INV03,24445.112,23711.759,99.348,792896.925
2026-08-01 12:30:00,4135001,INV04,24076.528,23354.232,97.136,739560.529
2026-08-01 12:45:00,4135001,INV01,27045.433,26234.07,102.094,649918.141
2026-08-01 12:45:00,4135001,INV02,28885.986,28019.406,105.455,880391.177
2026-08-01 12:45:00,4135001,INV03,28105.018,27261.867,106.163,792903.74
2026-08-01 12:45:00,4135001,INV04,26940.134,26131.93,103.669,739567.062
2026-08-01 13:00:00,4135001,INV01,28035.319,27194.259,108.892,649924.94
2026-08-01 13:00:00,4135001,INV02,28023.779,27183.065,112.251,880397.973
2026-08-01 13:00:00,4135001,INV03,28877.31,28010.991,113.166,792910.743
2026-08-01 13:00:00,4135001,INV04,29350.12,28469.616,110.786,739574.18
2026-08-01 13:15:00,4135001,INV01,25155.524,24400.858,114.992,649931.04
2026-08-01 13:15:00,4135001,INV02,26220.744,25434.122,118.609,880404.332
2026-08-01 13:15:00,4135001,INV03,24910.173,24162.867,119.207,792916.784
2026-08-01 13:15:00,4135001,INV04,24918.904,24171.337,116.829,739580.223
2026-08-01 13:30:00,4135001,INV01,24867.43,24121.408,121.023,649937.07
2026-08-01 13:30:00,4135001,INV02,23738.894,23026.728,124.366,880410.088
2026-08-01 13:30:00,4135001,INV03,25229.8,24472.906,125.325,792922.902
2026-08-01 13:30:00,4135001,INV04,24900.364,24153.354,122.867,739586.261
2026-08-01 13:45:00,4135001,INV01,21921.559,21263.913,126.339,649942.386
2026-08-01 13:45:00,4135001,INV02,21647.135,20997.721,129.615,880415.338
2026-08-01 13:45:00,4135001,INV03,22220.83,21554.205,130.714,792928.29
2026-08-01 13:45:00,4135001,INV04,22196.002,21530.122,128.25,739591.644
2026-08-01 14:00:00,4135001,INV01,22381.086,21709.654,131.766,649947.814
2026-08-01 14:00:00,4135001,INV02,22416.832,21744.327,135.051,880420.774
2026-08-01 14:00:00,4135001,INV03,21289.197,20650.522,135.876,792933.453
2026-08-01 14:00:00,4135001,INV04,21952.555,21293.979,133.573,739596.967
2026-08-01 14:15:00,4135001,INV01,19379.462,18798.078,136.466,649952.513
2026-08-01 14:15:00,4135001,INV02,19531.807,18945.852,139.788,880425.51
2026-08-01 14:15:00,4135001,INV03,20176.799,19571.495,140.769,792938.346
2026-08-01 14:15:00,4135001,INV04,20103.192,19500.096,138.448,739601.842
2026-08-01 14:30:00,4135001,INV01,15787.485,15313.86,140.294,649956.342
2026-08-01 14:30:00,4135001,INV02,15664.947,15194.999,143.587,880429.309
2026-08-01 14:30:00,4135001,INV03,15931.642,15453.693,144.632,792942.209
2026-08-01 14:30:00,4135001,INV04,16520.864,16025.238,142.455,739605.848
2026-08-01 14:45:00,4135001,INV01,21733.722,21081.71,145.565,649961.612
2026-08-01 14:45:00,4135001,INV02,21324.351,20684.62,148.758,880434.48
2026-08-01 14:45:00,4135001,INV03,21033.837,20402.822,149.733,792947.31
2026-08-01 14:45:00,4135001,INV04,21690.411,21039.698,147.715,739611.108
2026-08-01 15:00:00,4135001,INV01,16864.695,16358.754,149.654,649965.702
2026-08-01 15:00:00,4135001,INV02,16976.135,16466.851,152.875,880438.597
2026-08-01 15:00:00,4135001,INV03,16734.871,16232.825,153.791,792951.368
2026-08-01 15:00:00,4135001,INV04,17718.462,17186.908,152.011,739615.405
2026-08-01 15:15:00,4135001,INV01,15990.982,15511.252,153.532,649969.58
2026-08-01 15:15:00,4135001,INV02,15893.657,15416.848,156.729,880442.451
2026-08-01 15:15:00,4135001,INV03,16874.12,16367.896,157.883,792955.46
2026-08-01 15:15:00,4135001,INV04,16918.251,16410.704,156.114,739619.508
2026-08-01 15:30:00,4135001,INV01,13137.115,12743.001,156.718,649972.765
2026-08-01 15:30:00,4135001,INV02,12816.611,12432.113,159.837,880445.559
2026-08-01 15:30:00,4135001,INV03,12862.889,12477.003,161.003,792958.579
2026-08-01 15:30:00,4135001,INV04,13156.956,12762.247,159.305,739622.698
2026-08-01 15:45:00,4135001,INV01,11252.215,10914.648,159.447,649975.494
2026-08-01 15:45:00,4135001,INV02,11179.902,10844.505,162.548,880448.27
2026-08-01 15:45:00,4135001,INV03,11774.174,11420.948,163.858,792961.435
2026-08-01 15:45:00,4135001,INV04,11854.561,11498.924,162.179,739625.573
2026-08-01 16:00:00,4135001,INV01,10324.56,10014.823,161.95,649977.998
2026-08-01 16:00:00,4135001,INV02,10265.701,9957.73,165.037,880450.76
2026-08-01 16:00:00,4135001,INV03,9792.122,9498.358,166.232,792963.809
2026-08-01 16:00:00,4135001,INV04,9881.614,9585.166,164.576,739627.969
2026-08-01 16:15:00,4135001,INV01,8363.313,8112.413,163.978,649980.026
2026-08-01 16:15:00,4135001,INV02,8739.014,8476.843,167.157,880452.879
2026-08-01 16:15:00,4135001,INV03,8511.973,8256.614,168.297,792965.873
2026-08-01 16:15:00,4135001,INV04,8512.877,8257.49,166.64,739630.034
2026-08-01 16:30:00,4135001,INV01,7629.405,7400.523,165.828,649981.876
2026-08-01 16:30:00,4135001,INV02,7210.131,6993.827,168.905,880454.628
2026-08-01 16:30:00,4135001,INV03,7577.2,7349.884,170.134,792967.711
2026-08-01 16:30:00,4135001,INV04,7663.327,7433.427,168.498,739631.892
2026-08-01 16:45:00,4135001,INV01,4944.623,4796.285,167.028,649983.075
2026-08-01 16:45:00,4135001,INV02,5288.723,5130.061,170.187,880455.91
2026-08-01 16:45:00,4135001,INV03,5293.04,5134.248,171.418,792968.994
2026-08-01 16:45:00,4135001,INV04,4982.045,4832.584,169.706,739633.1
2026-08-01 17:00:00,4135001,INV01,4216.348,4089.857,168.05,649984.098
2026-08-01 17:00:00,4135001,INV02,4407.033,4274.822,171.256,880456.979
2026-08-01 17:00:00,4135001,INV03,4351.789,4221.235,172.473,792970.05
2026-08-01 17:00:00,4135001,INV04,4468.667,4334.607,170.79,739634.184
2026-08-01 17:15:00,4135001,INV01,8305.267,8056.109,170.064,649986.112
2026-08-01 17:15:00,4135001,INV02,8233.163,7986.168,173.253,880458.975
2026-08-01 17:15:00,4135001,INV03,8169.866,7924.77,174.454,792972.031
2026-08-01 17:15:00,4135001,INV04,7983.396,7743.894,172.726,739636.12
2026-08-01 17:30:00,4135001,INV01,4966.896,4817.889,171.269,649987.316
2026-08-01 17:30:00,4135001,INV02,5189.852,5034.157,174.511,880460.234
2026-08-01 17:30:00,4135001,INV03,5228.788,5071.924,175.722,792973.299
2026-08-01 17:30:00,4135001,INV04,5284.045,5125.524,174.007,739637.401
2026-08-01 17:45:00,4135001,INV01,6246.525,6059.129,172.783,649988.831
2026-08-01 17:45:00,4135001,INV02,6085.194,5902.638,175.987,880461.709
2026-08-01 17:45:00,4135001,INV03,5979.803,5800.409,177.172,792974.749
2026-08-01 17:45:00,4135001,INV04,5927.892,5750.056,175.445,739638.839
2026-08-01 18:00:00,4135001,INV01,2514.522,2439.087,173.393,649989.441
2026-08-01 18:00:00,4135001,INV02,2409.203,2336.927,176.571,880462.294
2026-08-01 18:00:00,4135001,INV03,2375.229,2303.972,177.748,792975.325
2026-08-01 18:00:00,4135001,INV04,2521.31,2445.671,176.056,739639.45
2026-08-01 18:15:00,4135001,INV01,2001.554,1941.507,173.878,649989.926
2026-08-01 18:15:00,4135001,INV02,1905.346,1848.185,177.033,880462.756
2026-08-01 18:15:00,4135001,INV03,1902.609,1845.53,178.21,792975.786
2026-08-01 18:15:00,4135001,INV04,1986.37,1926.779,176.538,739639.932
2026-08-01 18:30:00,4135001,INV01,488.283,473.635,173.997,649990.044
2026-08-01 18:30:00,4135001,INV02,476.305,462.016,177.149,880462.871
2026-08-01 18:30:00,4135001,INV03,470.405,456.293,178.324,792975.9
2026-08-01 18:30:00,4135001,INV04,442.82,429.535,176.646,739640.039
2026-08-01 18:45:00,4135001,INV01,21.602,20.954,174.002,649990.05
2026-08-01 18:45:00,4135001,INV02,0.0,0.0,177.149,880462.871
2026-08-01 18:45:00,4135001,INV03,0.0,0.0,178.324,792975.9
2026-08-01 18:45:00,4135001,INV04,0.0,0.0,176.646,739640.039
2026-08-01 19:00:00,4135001,INV01,0.0,0.0,174.002,649990.05
2026-08-01 19:00:00,4135001,INV02,0.0,0.0,177.149,880462.871
2026-08-01 19:00:00,4135001,INV03,0.0,0.0,178.324,792975.9
2026-08-01 19:00:00,4135001,INV04,22.551,21.874,176.651,739640.045
2026-08-01 19:15:00,4135001,INV01,0.403,0.391,174.002,649990.05
2026-08-01 19:15:00,4135001,INV02,0.0,0.0,177.149,880462.871
2026-08-01 19:15:00,4135001,INV03,0.0,0.0,178.324,792975.9
2026-08-01 19:15:00,4135001,INV04,20.99,20.361,176.656,739640.05
2026-08-01 19:30:00,4135001,INV01,0.0,0.0,174.002,649990.05
2026-08-01 19:30:00,4135001,INV02,15.743,15.271,177.153,880462.875
2026-08-01 19:30:00,4135001,INV03,0.0,0.0,178.324,792975.9
2026-08-01 19:30:00,4135001,INV04,31.129,30.195,176.664,739640.057
2026-08-01 19:45:00,4135001,INV01,2.969,2.88,174.003,649990.05
2026-08-01 19:45:00,4135001,INV02,0.0,0.0,177.153,880462.875
2026-08-01 19:45:00,4135001,INV03,6.362,6.172,178.325,792975.902
2026-08-01 19:45:00,4135001,INV04,0.0,0.0,176.664,739640.057
2026-08-01 20:00:00,4135001,INV01,6.545,6.349,174.004,649990.052
2026-08-01 20:00:00,4135001,INV02,9.203,8.927,177.155,880462.877
2026-08-01 20:00:00,4135001,INV03,0.0,0.0,178.325,792975.902
2026-08-01 20:00:00,4135001,INV04,5.988,5.809,176.665,739640.059
2026-08-01 20:15:00,4135001,INV01,23.61,22.902,174.01,649990.058
2026-08-01 20:15:00,4135001,INV02,3.367,3.266,177.156,880462.878
2026-08-01 20:15:00,4135001,INV03,15.706,15.235,178.329,792975.906
2026-08-01 20:15:00,4135001,INV04,0.0,0.0,176.665,739640.059
2026-08-01 20:30:00,4135001,INV01,0.0,0.0,174.01,649990.058
2026-08-01 20:30:00,4135001,INV02,0.0,0.0,177.156,880462.878
2026-08-01 20:30:00,4135001,INV03,5.937,5.759,178.33,792975.907
2026-08-01 20:30:00,4135001,INV04,0.0,0.0,176.665,739640.059
2026-08-01 20:45:00,4135001,INV01,0.0,0.0,174.01,649990.058
2026-08-01 20:45:00,4135001,INV02,0.0,0.0,177.156,880462.878
2026-08-01 20:45:00,4135001,INV03,0.0,0.0,178.33,792975.907
2026-08-01 20:45:00,4135001,INV04,0.0,0.0,176.665,739640.059
2026-08-01 21:00:00,4135001,INV01,7.156,6.941,174.012,649990.059
2026-08-01 21:00:00,4135001,INV02,14.944,14.496,177.159,880462.882
2026-08-01 21:00:00,4135001,INV03,0.0,0.0,178.33,792975.907
2026-08-01 21:00:00,4135001,INV04,0.0,0.0,176.665,739640.059
2026-08-01 21:15:00,4135001,INV01,31.151,30.217,174.019,649990.067
2026-08-01 21:15:00,4135001,INV02,0.0,0.0,177.159,880462.882
2026-08-01 21:15:00,4135001,INV03,0.0,0.0,178.33,792975.907
2026-08-01 21:15:00,4135001,INV04,10.99,10.66,176.668,739640.061
2026-08-01 21:30:00,4135001,INV01,0.0,0.0,174.019,649990.067
2026-08-01 21:30:00,4135001,INV02,13.745,13.333,177.163,880462.885
2026-08-01 21:30:00,4135001,INV03,5.197,5.041,178.332,792975.908
2026-08-01 21:30:00,4135001,INV04,16.623,16.124,176.672,739640.065
2026-08-01 21:45:00,4135001,INV01,0.0,0.0,174.019,649990.067
2026-08-01 21:45:00,4135001,INV02,0.0,0.0,177.163,880462.885
2026-08-01 21:45:00,4135001,INV03,3.261,3.164,178.333,792975.909
2026-08-01 21:45:00,4135001,INV04,36.051,34.97,176.681,739640.074
2026-08-01 22:00:00,4135001,INV01,15.76,15.287,174.023,649990.071
2026-08-01 22:00:00,4135001,INV02,9.581,9.294,177.165,880462.887
