DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,HOUR,MINUTE,DAY_OF_WEEK,MONTH,CONVERSION_EFFICIENCY,EXPECTED_AC_POWER
2020-05-15 10:45:00,4135001,1BY6WEcLGh8j5v7,4360.571429,428.2285714,1549.0,6261108.0,28.854707866666665,44.048325600000005,0.3619616539999999,10,45,4,5,0.09820469137417726,398.5951197526635
2020-05-15 11:00:00,4135001,1BY6WEcLGh8j5v7,6829.5,668.725,1693.0,6261252.0,29.410819333333336,47.68545339999999,0.6365608813333332,11,0,4,5,0.09791712424042756,758.8673560770897
2020-05-15 11:15:00,4135001,1BY6WEcLGh8j5v7,5969.0,584.7857143,1843.714286,6261402.714,30.21606228571428,50.006988571428565,0.5857872135714286,11,15,4,5,0.09797046646004355,732.3363623588853
2020-05-15 11:30:00,4135001,1BY6WEcLGh8j5v7,6226.125,609.8625,1994.5,6261553.5,30.2870728,49.8413636,0.5570693833333333,11,30,4,5,0.09795217731735228,694.1274421286112
2020-05-15 11:45:00,4135001,1BY6WEcLGh8j5v7,9420.285714,920.0428571,2155.0,6261714.0,30.811049333333333,47.8363832,0.4679868693333333,11,45,4,5,0.09766613084066805,559.6699803499415
2020-05-15 12:00:00,4135001,1BY6WEcLGh8j5v7,8232.5,805.1875,2382.875,6261941.875,31.305375066666663,49.183583533333326,0.5149625866666667,12,0,4,5,0.09780595201943516,633.1926349465351
2020-05-15 12:15:00,4135001,1BY6WEcLGh8j5v7,10546.57143,1030.285714,2614.571429,6262173.571,31.50729773333333,49.84449266666666,0.7878660286666666,12,15,4,5,0.09768916095986657,981.7695622047861
2020-05-15 12:30:00,4135001,1BY6WEcLGh8j5v7,8517.0,832.9625,2860.0,6262419.0,32.147684733333335,52.35325513333333,0.6492476293333334,12,30,4,5,0.09779998825877656,849.7556695799958
2020-05-15 12:45:00,4135001,1BY6WEcLGh8j5v7,8006.285714,783.5571429,3062.0,6262621.0,32.39142040000001,50.631239933333326,0.761243312,12,45,4,5,0.09786774677924016,963.567319437933
2020-05-15 13:00:00,4135001,1BY6WEcLGh8j5v7,6089.375,596.5625,3223.25,6262782.25,32.622796071428574,49.610767714285714,0.4160351014285714,13,0,4,5,0.0979677717335523,515.9955194490539
2020-05-15 13:15:00,4135001,1BY6WEcLGh8j5v7,6359.714286,623.0428571,3384.857143,6262943.857,32.49706446666666,47.01116133333333,0.489243946,13,15,4,5,0.0979671144144855,574.9981519190654
2020-05-15 13:30:00,4135001,1BY6WEcLGh8j5v7,7588.0,742.9142857,3543.0,6263102.0,32.52462140000001,46.66986293333333,0.574561224,13,30,4,5,0.09790646885872431,670.3673392722056
2020-05-15 13:45:00,4135001,1BY6WEcLGh8j5v7,7471.375,731.5,3726.875,6263285.875,32.67847086666667,47.516884133333335,0.560985624,13,45,4,5,0.09790701176155661,666.4072224018424
2020-05-15 14:00:00,4135001,1BY6WEcLGh8j5v7,9555.0,934.4714286,3936.714286,6263495.714,33.763185400000005,49.80390433333333,0.7350834633333333,14,0,4,5,0.09779920759811617,915.2506621217167
2020-05-15 14:15:00,4135001,1BY6WEcLGh8j5v7,10642.75,1039.35,4191.0,6263750.0,34.13076993333335,55.030613,0.8936614913333333,14,15,4,5,0.09765803011439711,1229.468492064188
2020-05-15 14:30:00,4135001,1BY6WEcLGh8j5v7,5429.857143,532.2285714,4398.142857,6263957.143,34.08138426666667,54.51913673333334,0.466788824,14,30,4,5,0.09801889025499173,636.2230930311969
2020-05-15 14:45:00,4135001,1BY6WEcLGh8j5v7,6742.25,659.875,4528.5,6264087.5,33.69572221428571,47.618194642857134,0.5421384957142857,14,45,4,5,0.09787163039044829,645.3914103077157
2020-05-15 15:00:00,4135001,1BY6WEcLGh8j5v7,5920.428571,580.2571429,4697.714286,6264256.714,33.89057606666666,46.02908119999999,0.3988885433333333,15,0,4,5,0.09800931401187239,459.01182877099285
2020-05-15 15:15:00,4135001,1BY6WEcLGh8j5v7,6339.375,620.9875,4840.25,6264399.25,34.043744000000004,44.28609193333333,0.4472921486666666,15,15,4,5,0.09795721187025534,495.2205304227549
2020-05-15 15:30:00,4135001,1BY6WEcLGh8j5v7,6510.0,637.7,5016.142857,6264575.143,34.40285233333333,46.7442812,0.5651963973333332,15,30,4,5,0.09795698924731183,660.4924832544065
2020-05-15 15:45:00,4135001,1BY6WEcLGh8j5v7,4694.5,460.0375,5137.75,6264696.75,34.430942666666674,43.9206158,0.3462306933333333,15,45,4,5,0.09799499414208117,380.16663150152385
2020-05-15 16:00:00,4135001,1BY6WEcLGh8j5v7,4551.142857,446.5714286,5275.285714,6264834.286,34.38115033333334,43.332853333333325,0.3581823699999999,16,0,4,5,0.09812292046889708,388.02660264489316
2020-05-15 16:15:00,4135001,1BY6WEcLGh8j5v7,4081.25,400.725,5369.125,6264928.125,34.12625693333333,41.007431933333336,0.3288961193333332,16,15,4,5,0.09818683001531395,337.1796306674785
2020-05-15 16:30:00,4135001,1BY6WEcLGh8j5v7,4338.285714,426.0142857,5477.714286,6265036.714,34.35660993333333,41.28059066666666,0.344954196,16,30,4,5,0.0981987618577581,355.99782409562755
2020-05-15 16:45:00,4135001,1BY6WEcLGh8j5v7,3259.625,320.1125,5571.75,6265130.75,33.86159653333333,39.419075933333325,0.260346758,16,45,4,5,0.09820531502856925,256.5657155649789
2020-05-15 17:00:00,4135001,1BY6WEcLGh8j5v7,2067.857143,202.6857143,5637.142857,6265196.143,33.443313571428575,36.82670364285714,0.1668127414285714,17,0,4,5,0.09801727115730449,153.5790848110639
2020-05-15 17:15:00,4135001,1BY6WEcLGh8j5v7,2011.375,197.1875,5687.75,6265246.75,33.30025473333334,35.852207400000005,0.1738986373333333,17,15,4,5,0.09803616928717916,155.86625030630123
2020-05-15 17:30:00,4135001,1BY6WEcLGh8j5v7,1091.0,106.0666667,5719.0,6265278.0,33.03212220000001,34.3384004,0.08716189,17,30,4,5,0.09721967616865261,74.8249969610189
2020-05-15 17:45:00,4135001,1BY6WEcLGh8j5v7,485.875,47.0125,5739.75,6265298.75,32.311871133333334,31.54853933333333,0.0384030336,17,45,4,5,0.09675842552096733,30.28899040122304
2020-05-15 18:00:00,4135001,1BY6WEcLGh8j5v7,264.0,25.48571429,5749.285714,6265308.286,31.13241364285714,30.225331,0.0225449364285714,18,0,4,5,0.09653679655303031,17.03570414818821
2020-05-15 18:15:00,4135001,1BY6WEcLGh8j5v7,78.28571429,7.542857143,5753.142857,6265312.143,29.243110933333337,28.6825074,0.00914994484,18,15,4,5,0.09635036496005381,6.5610840145722955
2020-05-15 18:30:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,28.495518,27.285992266666668,0.001841024544,18,30,4,5,,1.2558545367581881
2020-05-15 18:45:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,27.8840638,25.96194653333333,0.0,18,45,4,5,,0.0
2020-05-15 19:00:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,27.455975400000003,25.38531306666667,0.0,19,0,4,5,,0.0
2020-05-15 19:15:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,27.0975484,25.200846400000003,0.0,19,15,4,5,,0.0
2020-05-15 19:30:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,27.01870113333333,25.745267733333336,0.00012538276,19,30,4,5,,0.08070031813360694
2020-05-15 19:45:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,23.787237466666667,22.5114056,0.000100219904,19,45,4,5,,0.05640227270342656
2020-05-15 20:00:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,22.66317964285714,20.290725714285717,0.0,20,0,4,5,,0.0
2020-05-15 20:15:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,23.412097066666668,20.736596666666667,0.0,20,15,4,5,,0.0
2020-05-15 20:30:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,22.30098866666667,20.375416933333337,0.0,20,30,4,5,,0.0
2020-05-15 20:45:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,22.0374816,20.312805133333327,0.0,20,45,4,5,,0.0
2020-05-15 21:00:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,22.168518066666667,20.6512674,0.0,21,0,4,5,,0.0
2020-05-15 21:15:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,22.1193604,20.632086200000003,0.0,21,15,4,5,,0.0
2020-05-15 21:30:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,22.221250333333334,20.75869966666667,0.0,21,30,4,5,,0.0
2020-05-15 21:45:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,22.236828466666665,20.914416666666668,0.0,21,45,4,5,,0.0
2020-05-15 22:00:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,22.22185842857143,20.895703928571425,0.0,22,0,4,5,,0.0
2020-05-15 22:15:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,22.149312533333333,20.732185866666665,0.0,22,15,4,5,,0.0
2020-05-15 22:30:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,22.104713866666668,20.82985206666667,0.0,22,30,4,5,,0.0
2020-05-15 22:45:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,22.057079933333338,21.072275666666663,0.0,22,45,4,5,,0.0
2020-05-15 23:00:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,5754.0,6265313.0,22.23601830769231,21.241316538461536,0.0,23,0,4,5,,0.0
2020-05-16 02:00:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6265313.0,21.68216,20.072144,0.0,2,0,5,5,,0.0
2020-05-16 02:15:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6265313.0,21.6884114,19.9192038,0.0,2,15,5,5,,0.0
2020-05-16 02:30:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6265313.0,21.510408533333337,19.59269193333333,0.0,2,30,5,5,,0.0
2020-05-16 02:45:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6265313.0,21.496287,19.6248698,0.0,2,45,5,5,,0.0
2020-05-16 03:00:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6265313.0,21.6459126,20.065205933333328,0.0,3,0,5,5,,0.0
2020-05-16 03:15:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6265313.0,21.674314200000005,20.11216013333333,0.0,3,15,5,5,,0.0
2020-05-16 03:30:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6265313.0,21.73142093333333,20.351884,0.0,3,30,5,5,,0.0
2020-05-16 03:45:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6265313.0,21.78016573333333,20.50589406666667,0.0,3,45,5,5,,0.0
2020-05-16 04:00:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6265313.0,21.85855535714285,20.81391042857143,0.0,4,0,5,5,,0.0
2020-05-16 04:15:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6265313.0,21.89991073333333,20.712640333333333,0.0,4,15,5,5,,0.0
2020-05-16 04:30:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6265313.0,21.92704853333333,20.726037733333335,0.0,4,30,5,5,,0.0
2020-05-16 04:45:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6265313.0,22.028684400000003,20.796402866666664,0.0,4,45,5,5,,0.0
2020-05-16 05:00:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6265313.0,21.93278,20.6822592,0.0,5,0,5,5,,0.0
2020-05-16 05:15:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6265313.0,21.866251666666663,20.472369333333333,0.0,5,15,5,5,,0.0
2020-05-16 05:30:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6265313.0,21.876585066666664,20.760192866666667,0.0,5,30,5,5,,0.0
2020-05-16 05:45:00,4135001,1BY6WEcLGh8j5v7,0.0,0.0,0.0,6265313.0,21.959989266666664,20.5434348,0.0001471694642,5,45,5,5,,0.07558415730859085
2020-05-16 06:00:00,4135001,1BY6WEcLGh8j5v7,49.28571429,4.757142857,0.0,6265313.0,21.9232375,20.25681407142857,0.0062059593785714,6,0,5,5,0.09652173911914304,3.1428241316639807
2020-05-16 06:15:00,4135001,1BY6WEcLGh8j5v7,309.0,29.8625,3.875,6265316.875,21.860400400000003,20.4303872,0.0236337368666666,6,15,5,5,0.09664239482200647,12.071159879222835
2020-05-16 06:30:00,4135001,1BY6WEcLGh8j5v7,651.7142857,63.12857143,15.14285714,6265328.143,21.985833666666664,21.195638,0.0495149681333333,6,30,5,5,0.09686540991225044,26.23753350339171
2020-05-16 06:45:00,4135001,1BY6WEcLGh8j5v7,1054.375,102.475,36.125,6265349.125,22.13967073333333,22.189410333333328,0.0792696434666666,6,45,5,5,0.09719027860106698,43.97366614647251
2020-05-16 07:00:00,4135001,1BY6WEcLGh8j5v7,1458.571429,142.2857143,66.28571429,6265379.286,22.45271393333333,23.1112346,0.1090379683333333,7,0,5,5,0.09755142015742857,63.00005166147592
2020-05-16 07:15:00,4135001,1BY6WEcLGh8j5v7,1852.625,181.6,106.375,6265419.375,22.6524518,24.241701266666663,0.1381154516666666,7,15,5,5,0.09802307536603468,83.70383799035176
2020-05-16 07:30:00,4135001,1BY6WEcLGh8j5v7,2322.142857,227.7,157.4285714,6265470.429,22.97513853333333,25.668487533333334,0.1741175246666666,7,30,5,5,0.09805598278056328,111.73333778102979
2020-05-16 07:45:00,4135001,1BY6WEcLGh8j5v7,3222.0,316.5,223.625,6265536.625,23.38855407142857,27.937476071428577,0.2436428057142857,7,45,5,5,0.09823091247672253,170.16912636546445
2020-05-16 08:00:00,4135001,1BY6WEcLGh8j5v7,3960.0,389.1142857,315.2857143,6265628.286,23.8905234,30.79129613333333,0.2980529893333333,8,0,5,5,0.09826118325757575,229.43594644969764
2020-05-16 08:15:00,4135001,1BY6WEcLGh8j5v7,4544.5,446.125,420.0,6265733.0,24.42785433333333,33.0092104,0.3386504113333334,8,15,5,5,0.09816811530421389,279.4645669937137
2020-05-16 08:30:00,4135001,1BY6WEcLGh8j5v7,5652.0,553.9,542.1428571,6265855.143,25.166898466666662,36.606188800000005,0.4275489526666667,8,30,5,5,0.09800070771408351,391.2734420639567
2020-05-16 08:45:00,4135001,1BY6WEcLGh8j5v7,6135.75,601.1875,689.25,6266002.25,25.757175666666665,38.892010733333336,0.4700814853333333,8,45,5,5,0.09798109440573687,457.06035432813195
2020-05-16 09:00:00,4135001,1BY6WEcLGh8j5v7,5922.0,580.2714286,838.1428571,6266151.143,25.999422266666667,38.70590013333334,0.4611857686666666,9,0,5,5,0.09798571911516381,446.26525762316425
2020-05-16 09:15:00,4135001,1BY6WEcLGh8j5v7,5344.571429,524.0571429,962.0,6266275.0,26.297007333333337,39.343784466666655,0.41958991,9,15,5,5,0.09805410028883348,412.7063745857015
2020-05-16 09:30:00,4135001,1BY6WEcLGh8j5v7,5574.875,546.3875,1099.0,6266412.0,26.59366866666667,39.879952333333335,0.420493884,9,30,5,5,0.0980089239669051,419.2319012594549
2020-05-16 09:45:00,4135001,1BY6WEcLGh8j5v7,6790.285714,665.0571429,1247.142857,6266560.143,27.030969466666665,41.825665333333326,0.5405936786666665,9,45,5,5,0.097942438788519,565.2672571306882
2020-05-16 10:00:00,4135001,1BY6WEcLGh8j5v7,8004.75,783.4875,1437.25,6266750.25,27.611354533333337,46.072651933333326,0.491453022,10,0,5,5,0.09787782254286517,566.0636006047702
2020-05-16 10:15:00,4135001,1BY6WEcLGh8j5v7,7432.0,727.6142857,1618.857143,6266931.857,27.93121328571429,44.468571,0.4697288307142857,10,15,5,5,0.0979028909714747,522.2042464841298
2020-05-16 10:30:00,4135001,1BY6WEcLGh8j5v7,9595.875,938.45,1826.125,6267139.125,28.2829874,48.962665,0.654436842,10,30,5,5,0.09779723058084855,801.0742964625983
2020-05-16 10:45:00,4135001,1BY6WEcLGh8j5v7,8451.0,826.7571429,2066.285714,6267379.286,28.78232633333333,50.154118,0.5955213746666665,10,45,5,5,0.09782950454384096,746.696232413855
2020-05-16 11:00:00,4135001,1BY6WEcLGh8j5v7,8442.25,826.1375,2264.5,6267577.5,29.1554974,49.15606886666666,0.5752638966666666,11,0,5,5,0.0978575024430691,706.9427930263419
2020-05-16 11:15:00,4135001,1BY6WEcLGh8j5v7,7019.714286,687.3714286,2457.428571,6267770.429,29.3643758,48.12385466666667,0.5423748746666666,11,15,5,5,0.097920143270059,652.5292410827553
2020-05-16 11:30:00,4135001,1BY6WEcLGh8j5v7,7335.25,718.15,2639.0,6267952.0,29.6892496,46.51825533333333,0.4934305533333333,11,30,5,5,0.09790395692035037,573.8382117306987
2020-05-16 11:45:00,4135001,1BY6WEcLGh8j5v7,9031.857143,883.5285714,2832.142857,6268145.143,29.8473918,47.0438902,0.62278731,11,45,5,5,0.09782357685813987,732.458445739834
2020-05-16 12:00:00,4135001,1BY6WEcLGh8j5v7,8473.875,829.2125,3048.5,6268361.5,30.089862066666665,50.091819333333326,0.6620043019999999,12,0,5,5,0.09785517251552565,829.0249973418358
2020-05-16 12:15:00,4135001,1BY6WEcLGh8j5v7,6788.571429,664.8714286,3237.571429,6268550.571,30.376898714285712,48.67528185714285,0.5404251285714285,12,15,5,5,0.0979398148128405,657.6336363974237
2020-05-16 12:30:00,4135001,1BY6WEcLGh8j5v7,10307.0,1007.65,3450.125,6268763.125,30.8864686,50.44957046666666,0.76711941,12,30,5,5,0.09776365576792471,967.5211182785686
2020-05-16 12:45:00,4135001,1BY6WEcLGh8j5v7,11209.0,1095.285714,3711.857143,6269024.857,31.2210448,54.23274553333334,0.8122406413333334,12,45,5,5,0.09771484646266394,1101.2510003315538
2020-05-16 13:00:00,4135001,1BY6WEcLGh8j5v7,9043.625,884.5875,3956.625,6269269.625,31.31397713333333,52.8518024,0.636164586,13,0,5,5,0.09781337682621737,840.5611248287452
2020-05-16 13:15:00,4135001,1BY6WEcLGh8j5v7,10393.42857,1016.014286,4195.0,6269508.0,31.66299653333333,52.0534832,0.7332435986666667,13,15,5,5,0.09775544991309831,954.1970836175719
2020-05-16 13:30:00,4135001,1BY6WEcLGh8j5v7,9071.142857,887.3428571,4425.142857,6269738.143,31.617256666666663,49.747872,0.5838647386666667,13,30,5,5,0.09782040378906139,726.1507071125696
2020-05-16 13:45:00,4135001,1BY6WEcLGh8j5v7,6833.625,669.1625,4612.5,6269925.5,31.3661072,47.2997298,0.5023924839999999,13,45,5,5,0.09792203991293055,594.0757186687705
2020-05-16 14:00:00,4135001,1BY6WEcLGh8j5v7,6122.571429,599.8142857,4787.285714,6270100.286,31.423628733333334,46.57489593333333,0.435684946,14,0,5,5,0.09796770730332954,507.2995254917488
2020-05-16 14:15:00,4135001,1BY6WEcLGh8j5v7,7788.625,762.4125,4947.5,6270260.5,31.98976833333333,47.82889013333333,0.5959771373333332,14,15,5,5,0.09788794556163637,712.6231255873627
